gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
ANGPTL2,Angiopoietin-related protein 2,9,129849611,129885162,0.959575548168957,0.981518271863787,0.905549750458599,0.988543704671249,10454,312617,0.990302283345683,0.543025123717354,0.2691658161858,0.472013564348278,0.626932129841774,0.518650594372499,25.9183387496305,2.6208823871226032,3,10454,312617,120,Q9UKU9,Angiopoietin-related protein 2,9,129849611,129885162
ANGPTL3,Angiopoietin-related protein 3,1,63063158,63071830,0.434510722118172,0.00265874389387744,0.00238781682092404,0.00276258126435364,10454,312613,0.0299510780904556,0.0442631449542635,0.217126772627884,0.618569931108141,0.874535662758291,0.886862932623148,481.953113254001,5.51553744630925,4,10454,312613,121,Q9Y5C1,Angiopoietin-related protein 3,1,63063158,63071830
ANGPTL4,Angiopoietin-related protein 4,19,8428173,8439257,0.849484828235469,0.536774307035362,0.52886759861147,0.63316524941864,10454,312549,0.979667481549845,0.582908552739016,0.298977622739434,0.0208385469551207,0.0672843226551813,0.81062166236158,269.200243884315,11.673399316557378,7,10454,312549,122,Q9BY76,Angiopoietin-related protein 4,19,8428173,8439257
ANGPTL7,Angiopoietin-related protein 7,1,11249398,11256038,0.706024628107863,0.826276733545074,0.825822508206978,0.882508552513041,10454,312360,0.739199177278839,0.55088432282986,0.298343771971151,0.267224944812811,0.473641353472545,0.607606828323002,713.013176602566,2.423261851003691,3,10454,312360,123,O43827,Angiopoietin-related protein 7,1,11249398,11256038
ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,7,16639401,16685442,0.157487347319578,0.361238883431124,0.855545190223426,0.971231317162154,10454,318326,0.246230159749343,0.497488488291258,0.819856919306339,0.58619219611317,0.690395910916094,0.504886787671645,10.5336188940667,3.241243840854998,13,10454,318326,125,Q8IV38,Ankyrin repeat and MYND domain-containing protein 2,7,16639401,16685442
ANPEP,Aminopeptidase N,15,90328120,90358633,0.759510143915332,0.0823235486711845,0.180888836531338,0.506501772170649,10454,312550,0.192135424703053,0.407299793561813,0.757518151638509,0.600566244932165,0.743814182972111,0.57294166380625,334.711243014853,36.093207666952594,19,10454,312550,129,P15144,Aminopeptidase N,15,90328120,90358633
ANXA10,Annexin A10,4,169013666,169108841,0.307356753796529,0.177147797839152,0.183492801919328,0.227033398947854,10454,313518,0.160029565931002,0.367296995058474,0.864052905508892,0.33229970563525,0.61014521913154,0.826220211163984,16.4504715991978,2.1337071146491704,3,10454,313518,131,Q9UJ72,Annexin A10,4,169013666,169108841
ANXA2,Annexin A2,15,60639333,60695082,0.692091759395854,0.653483225492699,0.467814148090234,0.707345677426063,10454,318723,0.750828947833891,0.871316972752191,0.676003465791942,0.243387631291051,0.31071534662416,0.322967383578813,436.027420509405,55.23752642503102,12,10454,318723,133,P07355,Annexin A2,15,60639333,60695082
ANXA3,Annexin A3,4,79472673,79531597,0.883921010052307,0.490366138237888,0.774613522272332,0.616611033950682,10454,312409,0.463540585396598,0.751820036910365,0.855399978035101,0.135806407749179,0.322627130957614,0.846095342865237,35.7782743027162,3.083356416306399,7,10454,312409,134,P12429,Annexin A3,4,79472673,79531597
ANXA4,Annexin A4,2,69871557,70053596,0.266212150661387,0.812520393574932,0.920530002899032,0.891493987134988,10454,312800,0.761774853042158,0.930956179607158,0.821009478335555,0.874724968247641,0.971993412743687,0.858124448446174,14.4589419784217,5.969216144802592,7,10454,312800,135,P09525,Annexin A4,2,69871557,70053596
ANXA5,Annexin A5,4,122589110,122618268,0.10418359168152,0.114788962072377,0.775924883598319,0.885235912456327,10454,313639,0.0789700178850373,0.101124133914078,0.221146509333061,0.0460374901638291,0.0148575022664147,0.0351416804689259,22.765173076986,3.291099288267805,14,10454,313639,136,P08758,Annexin A5,4,122589110,122618268
AOC1,Amiloride-sensitive amine oxidase [copper-containing],7,150521715,150558592,0.357704316200349,0.230510273243156,0.700950866166431,0.668003367887137,10454,313327,0.178946778993515,0.149282699704,0.157562177828479,0.0107660030493178,0.0337688370425268,0.601389440146023,54.2173498048908,2.701873143267959,20,10454,313327,137,P19801,Amiloride-sensitive amine oxidase [copper-containing],7,150521715,150558592
AOC3,Membrane primary amine oxidase,17,41003201,41010147,0.772230064474178,0.918116630714846,0.92148829712065,0.819807784354945,10454,312497,0.703669625716907,0.872703270122258,0.720894089568416,0.0247486892597719,0.0149821350412674,0.0667814069961549,1995.90613788483,899.6730442887248,4,10454,312497,138,Q16853,Membrane primary amine oxidase,17,41003201,41010147
APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,10,26727132,26856732,0.864782250731801,0.161057511271482,0.993726726629984,0.633713389120238,10454,312825,0.156209950507382,0.337953500207534,0.689852713640186,0.147170558550124,0.334611733151759,0.766430892207849,75.1192097179399,2.1681065774361237,13,10454,312825,143,Q7Z5R6,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,10,26727132,26856732
APCS,Serum amyloid P-component,1,159557615,159558655,0.282044855218057,0.222715027274849,0.33080135475469,0.881898478203231,10454,317629,0.438854781258361,0.42538083002547,0.292029471540518,0.40619478709113,0.0636018281668083,0.0281263023974406,48.6495087200678,5.028059846678374,9,10454,317629,144,P02743,Serum amyloid P-component,1,159557615,159558655
APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,14,20923350,20925927,0.218483328518828,0.324982166838592,0.186624103688915,0.267937276110355,10454,312484,0.242067405834924,0.503540178849512,0.951267364545719,0.819666619585862,0.52035089479828,0.262689065881793,59.1958167017241,3.3787355646556128,27,10454,312484,145,P27695,DNA-(apurinic or apyrimidinic site) endonuclease,14,20923350,20925927
APOA1,Apolipoprotein A-I,11,116706467,116708666,0.234790831425669,0.78400738142752,0.764789566347004,0.618563408538673,10454,317354,0.905918362544012,100,,0.783065906935476,,,12.4497126256046,<rpy2.rinterface_lib.sexp.NULLType object at 0x7ffad0e4b980> [RTYPES.NILSXP],6,10454,317354,147,P02647,Apolipoprotein A-I,11,116706467,116708666
APOA4,Apolipoprotein A-IV,11,116691419,116694022,0.570517031820835,0.685814134850509,0.666870793024989,0.790566069265316,10454,317354,0.324054630234255,100,,0.570947031391324,,,35.2762032789883,<rpy2.rinterface_lib.sexp.NULLType object at 0x7ffad0e4b980> [RTYPES.NILSXP],7,10454,317354,149,P06727,Apolipoprotein A-IV,11,116691419,116694022
APOBR,Apolipoprotein B receptor,16,28505970,28510291,0.0173109606262276,0.00188989626064434,0.00185336598271435,0.00234241020573067,10454,318239,0.0322544989301902,0.0496965193779459,0.233588924121287,0.202570835148353,0.019001569856646,0.0120552980503687,30778.0986492371,1999.0479453383998,2,10454,318239,151,Q0VD83,Apolipoprotein B receptor,16,28505970,28510291
APOC1,Apolipoprotein C-I,19,45417504,45422606,2.42255666813018e-05,1.22505132704731e-07,0.0237604929134801,1.50605809265958e-05,10454,317415,7.21449386891076e-07,8.78893720539253e-14,2.46313228521971e-09,6.72494104427445e-05,7.5741147916999e-33,1.47059711390859e-30,47.2281196528199,3.8899401664446795,16,10454,317415,152,P02654,Apolipoprotein C-I,19,45417504,45422606
APOD,Apolipoprotein D,3,195295573,195311076,0.538941301911882,0.791060308129734,0.800805925233999,0.485224811717341,10454,318788,0.503602741294424,100,,0.355753919219383,,,24.7953875112969,<rpy2.rinterface_lib.sexp.NULLType object at 0x7ffad0e4b980> [RTYPES.NILSXP],5,10454,318788,153,P05090,Apolipoprotein D,3,195295573,195311076
APOE,Apolipoprotein E,19,45409011,45412650,0,0,0,0,10454,317354,2.07253801374891e-44,6.16013391982864e-45,0.0042532571968392,1.42863961577855e-202,1.78735003120843e-246,1.80064499393091e-47,223.630668405698,5.370363361554081,16,10454,317354,154,P02649,Apolipoprotein E,19,45409011,45412650
APOF,Apolipoprotein F,12,56754353,56756607,0.755355942322408,0.369297651647541,0.544551644555862,0.329885822609162,10454,317378,0.490207219780192,0.786558553374219,0.948775276351105,0.307120463939511,0.334257662705109,0.283828259405848,257.692145912176,8.896050527486318,2,10454,317378,155,Q13790,Apolipoprotein F,12,56754353,56756607
APOH,Beta-2-glycoprotein 1,17,64208151,64252643,0.157228583436104,0.234618094469101,0.931552542811781,0.826822002482395,10454,312640,0.60631282468473,0.22451260505983,0.0989770219896379,0.884792562725255,0.418843338862044,0.189754982038618,258.356417023629,52.92555668050409,17,10454,312640,156,P02749,Beta-2-glycoprotein 1,17,64208151,64252643
APOL1,Apolipoprotein L1,22,36649056,36663576,0.914858584103633,0.0350433488321131,0.100159645610523,0.00904883705473886,10454,317378,0.0045943394455511,0.0166859016753954,0.694571534156046,0.0134939216684375,0.0435633965369482,0.685581668886299,87.0791598182677,7.108716572367945,8,10454,317378,157,O14791,Apolipoprotein L1,22,36649056,36663576
APOM,Apolipoprotein M,6,31620193,31625987,0.560956086134527,0.492085086880639,0.888801322923065,0.428051532771171,10454,312558,0.339527044058183,0.628614333656206,0.89840515184136,0.305868689021669,0.273078485445175,0.213495992126806,87.4620454698565,14.555110869780696,10,10454,312558,158,O95445,Apolipoprotein M,6,31620193,31625987
APPL2,DCC-interacting protein 13-beta,12,105567074,105630016,0.26349480084063,0.0563864479177846,0.0147668993463401,0.0327877682081482,10454,318083,0.0325059902042334,0.0956978874001775,0.727176030989124,0.977225882417214,0.801227091398048,0.505963414428842,45.693606268729,2.240049932797125,9,10454,318083,160,Q8NEU8,DCC-interacting protein 13-beta,12,105567074,105630016
AREG,Amphiregulin,4,75310851,75320726,0.607585739833719,0.452925106350215,0.804342836381753,0.469882063914615,10454,312825,0.443773231044059,100,,0.202621135717228,,,110.75081690855,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f57f7259900> [RTYPES.NILSXP],6,10454,312825,163,P15514,Amphiregulin,4,75310851,75320726
ARFIP1,Arfaptin-1,4,153701089,153839615,0.249615594891277,0.230632584970374,0.0860554134298457,0.415648998587523,10454,317463,0.495596052120923,0.24775324219158,0.12721201897721,0.77622236122495,0.0800712025796421,0.0258074296740188,60.0556258219188,7.501676622319876,7,10454,317463,165,P53367,Arfaptin-1,4,153701089,153839615
ARG1,Arginase-1,6,131894284,131905472,0.00657654444671141,0.0439458204205387,0.0963844970589826,0.0535164801347521,10454,312893,0.0085006860819859,0.0232417885023942,0.438931183060577,0.188415898811432,0.233338605831365,0.277240125577906,48.1615798361761,7.74027869432613,9,10454,312893,166,P05089,Arginase-1,6,131894284,131905472
ARHGAP25,Rho GTPase-activating protein 25,2,68906733,69053965,0.630757393002436,0.858708385987872,0.916882539073127,0.603118539753901,10454,313474,0.476132869571049,0.610642550642223,0.48897511621674,0.217221650831593,0.46698495172401,0.986481869987049,12.3952423680924,3.094667253169265,25,10454,313474,169,P42331,Rho GTPase-activating protein 25,2,68906733,69053965
ARHGEF10,Rho guanine nucleotide exchange factor 10,8,1772142,1906807,0.154018264263645,0.0382342574699894,0.184283326352877,0.0363245313532675,10454,317463,0.157419147485532,0.365640675090356,0.907643603000608,0.0539879372392552,0.155817423026836,0.943211041980985,90.2711921609826,10.690678837908715,36,10454,317463,174,O15013,Rho guanine nucleotide exchange factor 10,8,1772142,1906807
ARHGEF5,Rho guanine nucleotide exchange factor 5,7,144052381,144077725,0.811837433160618,0.0995968938458831,0.242335647067213,0.794635363405926,10454,318408,0.510322413667305,0.804529191741215,0.967986085429341,0.0266616626175946,0.0840874471761596,0.843022390736095,968.58003335243,19.93925201208393,3,10454,318408,176,Q12774,Rho guanine nucleotide exchange factor 5,7,144052381,144077725
ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,16,57279010,57287516,0.538139232372449,0.0243862704963402,0.0796499425042728,0.0229491101932313,10454,318445,0.0544049004987486,0.0873327325512264,0.278182329389569,0.0762593625206102,0.122883510067216,0.305468615683016,13.8226491918002,2.5238046504536564,10,10454,318445,180,Q9Y2Y0,ADP-ribosylation factor-like protein 2-binding protein,16,57279010,57287516
ARSA,Arylsulfatase A,22,51061182,51066607,0.82738519559843,0.656433324636378,0.835400628837591,0.281811890975451,10454,312640,0.518323124750652,0.220813179102204,0.106625091934768,0.454099497678771,0.706347050363787,0.7134059104971,315.880513075894,155.21877922903565,35,10454,312640,184,P15289,Arylsulfatase A,22,51061182,51066607
ARSB,Arylsulfatase B,5,78073032,78281910,0.129020149720584,0.500103467322718,0.834162904142012,0.204294499313251,10454,312825,0.100454939431075,0.0428352160105426,0.0576948216178695,0.279800925118218,0.279052241408792,0.23930971297031,85.3293557699222,5.924991951017165,32,10454,312825,185,P15848,Arylsulfatase B,5,78073032,78281910
ART3,Ecto-ADP-ribosyltransferase 3,4,76932337,77033955,0.921632171043371,0.878163014880482,0.150089264883706,0.238749213701993,10454,312497,0.877503975547652,0.944830104299954,0.764508187789264,0.150215801277192,0.0065884844118031,0.0047433091687101,191.963017263599,5.34791854195205,13,10454,312497,186,Q13508,Ecto-ADP-ribosyltransferase 3,4,76932337,77033955
ART5,Ecto-ADP-ribosyltransferase 5,11,3659733,3663546,0.00581927932685566,0.702969874965041,0.126137228141193,0.334133407260466,10454,318408,0.20116115576439,0.225628068005473,0.246360628247408,0.0884894897233764,0.139921368704594,0.309756806232736,18.2360687821848,3.920344193923986,12,10454,318408,187,Q96L15,Ecto-ADP-ribosyltransferase 5,11,3659733,3663546
ASAH1,Acid ceramidase,8,17913934,17942494,0.974436481948312,0.951217874087091,0.71096583439157,0.855548679595844,10454,317712,0.54423648036034,0.727957575682172,0.605158399369289,0.698203232644019,0.800031039161326,0.586488596042123,289.512036293056,27.373395390913476,15,10454,317712,189,Q13510,Acid ceramidase,8,17913934,17942494
ASAH2,Neutral ceramidase,10,51942538,52008370,0.9885409230009,0.962884232755391,0.0451777286846686,0.0437646232963349,10454,312918,0.428502729735745,0.721623215344282,0.872746137606174,0.887777698279464,0.840700651961495,0.567357023839885,1486.3369006878,293.33566980901907,7,10454,312918,190,Q9NR71,Neutral ceramidase,10,51942538,52008370
ASGR1,Asialoglycoprotein receptor 1,17,7076750,7082883,0.843230037011036,0.964137257039724,0.456183236678032,0.451198785205324,10454,312918,0.721707934916173,0.354383082622919,0.16282365033286,0.0488038352478214,0.0065450996493648,0.0129495728380246,28.9988762365659,4.097687550316103,11,10454,312918,191,P07306,Asialoglycoprotein receptor 1,17,7076750,7082883
ASGR2,Asialoglycoprotein receptor 2,17,7004641,7019019,0.0538318333258073,0.0463516009522905,0.178540153799377,0.0429608846330811,10454,317378,0.788835792970053,0.963877797600117,0.965638022148281,0.457031205902131,0.569386751555923,0.448976196751673,124.994770616843,5.130010823294385,19,10454,317378,192,P07307,Asialoglycoprotein receptor 2,17,7004641,7019019
ASPN,Asporin,9,95218487,95244788,0.147748718364431,0.122718187394496,0.147355934069569,0.0918142012797004,10454,317414,0.168291125817062,0.293252804210392,0.456117774264729,0.490173309046685,0.72880767680702,0.692357127384061,280.504635775311,2.2900480695633942,2,10454,317414,193,Q9BXN1,Asporin,9,95218487,95244788
ASPSCR1,Tether containing UBX domain for GLUT4,17,79934683,79975282,0.531989272298165,0.294309014061898,0.860154013739289,0.422159465956489,10454,317463,0.46469819921035,0.724545479349963,0.740272805062362,0.494150594302147,0.761042593482286,0.779126469387016,129.853747055996,11.26391762356873,4,10454,317463,194,Q9BZE9,Tether containing UBX domain for GLUT4,17,79934683,79975282
ASRGL1,Isoaspartyl peptidase/L-asparaginase,11,62104920,62160882,0.81522681630735,0.28610960311368,0.268195885079857,0.310926688739865,10454,318239,0.0729827358290912,0.189736972180051,0.740425950271301,0.590701770022478,0.223349956616998,0.0997974497292969,314.003273132671,7.003442022230231,9,10454,318239,195,Q7L266,Isoaspartyl peptidase/L-asparaginase,11,62104920,62160882
ATOX1,Copper transport protein ATOX1,5,151121877,151152093,0.969672669703075,0.407304799281161,0.00305303740067864,0.163813431511928,10454,312549,0.180926490034984,0.24511320385479,0.312019114557413,0.0175244838908352,0.0001898860818103,0.000697802053343,22.0919150939609,3.459889834403067,6,10454,312549,201,O00244,Copper transport protein ATOX1,5,151121877,151152093
ATP5IF1,"ATPase inhibitor, mitochondrial",1,28562620,28573417,0.0768012211392437,0.527079329964149,0.818604979289016,0.980734060682328,10454,312493,0.679435112105688,0.221510385698301,0.0917338287909319,0.220696460965196,0.0848700112063292,0.063889322044189,53.7974962853443,2.8031410577423452,4,10454,312493,208,Q9UII2,"ATPase inhibitor, mitochondrial",1,28562620,28573417
ATP6V1G2,V-type proton ATPase subunit G 2,6,31512239,31516204,0.778642970943461,0.121763829828355,0.0773835624530623,0.0578900631825254,10454,318445,0.131491647691405,0.0646694116468509,0.0735444827538954,0.529109268022728,0.808405252528364,0.864129043551442,30.8104780343688,5.3298540108485835,8,10454,318445,214,O95670,V-type proton ATPase subunit G 2,6,31512239,31516204
